"ano","sequencial_candidato","nome","uf","partido","quantidade_doacoes","quantidade_doadores","total_receita","media_receita","recursos_de_outros_candidatos.comites","recursos_de_pessoas_fisicas","recursos_de_pessoas_juridicas","recursos_proprios","recursos_de_partido_politico","quantidade_despesas","quantidade_fornecedores","total_despesa","media_despesa","cargo","sexo","grau","estado_civil","ocupacao","votos"
2010,"10000000258","VALDEMIR JANUARIO DE ALMEIDA","AC","PRB",19,18,46978.2,2472.54,46448.2,530,0,0,0,19,18,46683.2,2457.01,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","OUTROS",2530
2010,"20000000006","ALEXANDRE FLEMING VASQUES BASTOS","AL","PSOL",5,5,8080,1616,0,1800,0,6280,0,6,6,8080,1346.67,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR",1379
2010,"20000000008","FRANCISCO DE ASSIS MELO LIMA","AL","PSOL",1,1,200,200,0,0,200,0,0,1,1,200,200,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","COMERCIANTE",811
2010,"20000000014","LUCIA DE FATIMA MORAIS MARQUES","AL","PSOL",1,1,370,370,0,0,0,370,0,2,2,370,185,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PEDAGOGO",420
2010,"20000000015","MARIA DAS GRACAS OLIVEIRA DE SOUZA","AL","PSOL",4,4,2828,707,0,2828,0,0,0,25,20,2572.53,102.9,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","DONA DE CASA",851
2010,"20000000016","WELLINGTON DA SILVA","AL","PSOL",2,2,400.35,200.18,0,0,0,400.35,0,2,2,400.35,200.18,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",648
2010,"20000000017","YURI PATRICE ROCHA DE MIRANDA","AL","PSOL",16,14,43950,2746.88,0,12700,0,31250,0,23,21,43780.72,1903.51,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","FISCAL",1712
2010,"20000000067","ADA MERCEDES DE MELLO MARQUES LUZ","AL","PTB",6,6,8056.25,1342.71,4206.25,0,0,3850,0,8,5,6734.15,841.77,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","ASSISTENTE SOCIAL",3426
2010,"20000000068","ANTONIO CARLOS RAMOS","AL","PTB",33,31,341006.25,10333.52,3906.25,79400,207200,23500,27000,121,120,337402.82,2788.45,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","COMERCIANTE",39864
2010,"20000000069","CELIA MARIA BARBOSA ROCHA","AL","PTB",45,45,913021.25,20289.36,103906.25,64500,744615,0,0,368,291,825041.61,2241.96,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","MÉDICO",124504
2010,"20000000070","DAMASCO SILVA MEDEIROS","AL","PMN",3,3,9206.25,3068.75,4206.25,0,0,0,5000,3,3,9206.25,3068.75,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","CONTADOR",527
2010,"20000000072","GENALDO GAMA DOS SANTOS","AL","PTB",2,2,4206.25,2103.12,4206.25,0,0,0,0,2,2,4206.25,2103.12,"DEPUTADO FEDERAL","MASCULINO","LÊ E ESCREVE","SOLTEIRO(A)","FISCAL",855
2010,"20000000073","JAFET RODRIGUES DOS SANTOS","AL","PHS",3,3,4576.25,1525.42,4206.25,370,0,0,0,6,5,4572.02,762,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","EMPRESÁRIO",735
2010,"20000000074","JOSEFA AMORIM DE BARROS","AL","PTB",2,2,4206.25,2103.12,4206.25,0,0,0,0,2,2,4206.25,2103.12,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO MUNICIPAL",1147
2010,"20000000075","JOSENILDO TENORIO DA SILVA","AL","PHS",2,2,4206.25,2103.12,4206.25,0,0,0,0,2,2,4206.25,2103.12,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","OUTROS",473
2010,"20000000076","JOSÉ FRANCISCO CERQUEIRA TENÓRIO","AL","PMN",10,8,318705.25,31870.53,103906.25,0,158000,56799,0,175,98,274945.25,1571.12,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",51864
2010,"20000000077","JOSÉ JOAQUIM BARROS VIEIRA SANDES","AL","PRB",11,10,49021.1,4456.46,4206.25,0,0,44814.85,0,39,31,44721.1,1146.69,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO FEDERAL",645
2010,"20000000078","JOSÉ MARINHO MUNIZ FALCÃO","AL","PRB",8,8,11356.25,1419.53,4206.25,0,1150,6000,0,13,11,10801.74,830.9,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","JORNALISTA E REDATOR",8761
2010,"20000000080","JOÃO JOSÉ PEREIRA DE LYRA","AL","PTB",41,21,982899.25,23973.15,3906.25,425600,223300,330093,0,777,658,877263.63,1129.04,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","EMPRESÁRIO",111104
2010,"20000000081","JOÃO MENDES DA SILVA","AL","PRB",6,6,7012.25,1168.71,4206.25,0,0,2806,0,6,6,7012.25,1168.71,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL CIVIL",2396
2010,"20000000082","JOÃO SERGIO OLIVEIRA PEREIRA","AL","PMN",2,2,4206.25,2103.12,4206.25,0,0,0,0,2,2,4206.25,2103.12,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BANCÁRIO E ECONOMIÁRIO",69
2010,"20000000084","RICARDO GOMES LOURENÇO","AL","PTB",2,2,4206.25,2103.12,4206.25,0,0,0,0,2,2,4206.25,2103.12,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",309
2010,"20000000283","CLAUDIA ANICETO CAETANO PETUBA","AL","PC do B",36,36,50675.06,1407.64,20255.06,14010,0,3410,13000,45,41,47865.06,1063.67,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",4476
2010,"20000000286","ELIAS BARROS DIAS","AL","PR",1,1,1972.03,1972.03,1972.03,0,0,0,0,1,1,1972.03,1972.03,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",1128
2010,"20000000288","GILBERTO COUTINHO FREIRE","AL","PT",24,23,171248.9,7135.37,2892.31,39650,40000,1206.59,87500,87,60,150900,1734.48,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO SUPERIOR",12033
2010,"20000000289","JOAQUIM BELTRÃO SIQUEIRA","AL","PMDB",17,14,595944.07,35055.53,165944.07,125000,0,30000,275000,60,58,554536.84,9242.28,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",77832
2010,"20000000291","JOSÉ JADSON ALVES DE MELO","AL","PT",3,3,2986.44,995.48,2366.44,0,0,620,0,3,3,2986.44,995.48,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",823
2010,"20000000292","JOSÉ PINTO DE LUNA","AL","PT",20,19,85421.72,4271.09,4471.72,31200,42250,7500,0,83,70,81463.72,981.49,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",24180
2010,"20000000293","JOSÉ RENAN VASCONCELOS CALHEIROS FILHO","AL","PMDB",17,17,600045.88,35296.82,189916.1,4900,340500,54729.78,10000,48,44,592852.68,12351.1,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ECONOMISTA",140180
2010,"20000000296","MAURÍCIO QUINTELLA MALTA LESSA","AL","PR",18,15,693516.1,38528.67,5916.1,21500,70100,55000,541000,504,320,520312.28,1032.37,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",54937
2010,"20000000298","PAULO FERNANDO DOS SANTOS","AL","PT",25,21,685576.1,27423.04,5916.1,112160,165000,30000,372500,157,113,514085.37,3274.43,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","DEPUTADO",36621
2010,"20000000300","WELLINGTON RODRIGUES FRAGOSO","AL","PMDB",6,5,68240.35,11373.39,62234.97,1000,0,5005.38,0,41,38,61190.35,1492.45,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","VIÚVO(A)","SERVIDOR PÚBLICO ESTADUAL",10950
2010,"20000000309","ALEXANDRE DE MELO TOLEDO","AL","PSDB",21,20,1176449.39,56021.4,616068.39,16569,209010,134802,2e+05,1801,691,999729.78,555.1,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO",67372
2010,"20000000310","ARTHUR CESAR PEREIRA DE LIRA","AL","PP",11,10,489576.06,44506.91,412576.06,0,0,7000,70000,129,128,488022.04,3783.12,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","DEPUTADO",84676
2010,"20000000311","FERNANDO JOSE REZENDE DE BARROS","AL","DEM",3,3,86548.25,28849.42,56548.25,0,30000,0,0,46,42,76542.85,1663.98,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",3399
2010,"20000000312","HENRIQUETA EVA CARDEAL","AL","DEM",6,5,25678.95,4279.82,24718.95,960,0,0,0,11,10,23378.95,2125.36,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO MUNICIPAL",6154
2010,"20000000324","JOSE ROBSON ALVES DA SILVA","AL","PV",1,1,392,392,392,0,0,0,0,1,1,392,392,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",955
2010,"20000000522","ARANILDO DE VASCONCELOS ELISIÁRIO","AL","PSB",5,5,4931,986.2,0,2931,0,2000,0,7,7,4924.89,703.56,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","POLICIAL MILITAR",1223
2010,"20000000525","GIVALDO DE SÁ GOUVEIA","AL","PSB",19,17,631302.24,33226.43,212472.26,2030,327799.98,21000,68000,634,625,630053.48,993.78,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","DEPUTADO",92268
2010,"20000000527","JURANDIR BOIA ROCHA","AL","PDT",9,6,475331.06,52814.56,135331.06,0,40000,0,3e+05,16,16,474271.06,29641.94,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",6366
2010,"20000000541","RUI SOARES PALMEIRA","AL","PSDB",30,27,1149038.48,38301.28,238560,76000,778000,31478.48,25000,515,343,1022864.48,1986.14,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",118363
2010,"20000000542","JOÃO CALDAS DA SILVA","AL","PSDB",7,5,371000,53000,0,6000,365000,0,0,150,146,449919.28,2999.46,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",51269
2010,"20000000543","JAMISON RODRIGUES DA SILVA","AL","PSDB",8,8,33442.89,4180.36,30082.34,2960.55,0,400,0,8,8,33442.89,4180.36,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","OUTROS",2919
2010,"20000000549","IVAN GALDINO DA SILVA","AL","DEM",3,3,15748.25,5249.42,14548.25,1200,0,0,0,25,25,15748.25,629.93,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA",457
2010,"20000000552","FABIO RANGEL NUNES DE OLIVEIRA","AL","DEM",7,7,5810,830,0,1100,0,4710,0,10,9,5249.1,524.91,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",7955
2010,"20000000558","JORGE VI LAMENHA LINS","AL","PSC",30,27,270428.13,9014.27,111081.18,62346.95,0,0,97000,92,75,236316.13,2568.65,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","OUTROS",20578
2010,"20000000573","MARCIO FERNANDO LESSA MAGALHÃES","AL","PSDB",3,3,15000,5000,0,5000,5000,5000,0,16,16,15000,937.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",3815
2010,"20000000603","ROSEANE CAVALCANTE DE FREITAS","AL","PT do B",26,26,141828.75,5454.95,20358.75,76470,15000,30000,0,64,50,120300.72,1879.7,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","VEREADOR",90021
2010,"30000000009","JOSÉ ALMIR BRITO DOS SANTOS","AP","PSTU",7,7,2417.45,345.35,1700,600,0,0,117.45,7,7,2417.45,345.35,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO FUNDAMENTAL",421
2010,"30000000019","ANTONIO CARLOS DINIZ","AP","PSB",3,3,28300,9433.33,0,0,28300,0,0,13,13,28300,2176.92,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO",3166
2010,"30000000022","ELCIO JOSE DE SOUZA FERREIRA","AP","PSB",2,2,1483.3,741.65,0,1483.3,0,0,0,2,2,1483.3,741.65,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",379
2010,"30000000023","EVANDRO COSTA GAMA","AP","PT",44,42,215405.01,4895.57,0,34905.01,80000,5500,95000,20,19,211386,10569.3,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",5010
2010,"30000000024","JANETE MARIA GOES CAPIBERIBE","AP","PSB",24,23,153800,6408.33,3000,26000,0,6800,118000,53,48,128856.08,2431.25,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","CASADO(A)","DEPUTADO",28147
2010,"30000000025","JOEVA DOS REIS SILVA","AP","PSB",3,3,1488.8,496.27,0,1300,0,188.8,0,14,10,1377.03,98.36,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO MUNICIPAL",595
2010,"30000000028","MARCIVANIA DO SOCORRO DA ROCHA FLEXA","AP","PT",39,39,151097.5,3874.29,0,126780,7317.5,17000,0,42,40,145279.85,3459.04,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO SUPERIOR",19061
2010,"30000000029","MARIA DALVA DE SOUZA FIGUEIREDO","AP","PT",28,28,127373,4549.04,0,89200,27000,11173,0,33,32,124364.36,3768.62,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",20203
2010,"30000000215","ALUIZO ROBERTO CAVALCANTE DA SILVA","AP","PDT",9,9,9192,1021.33,4292,0,400,4500,0,9,9,9192,1021.33,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","AGENTE ADMINISTRATIVO",633
2010,"30000000216","BARAQUE FAGUNDES DA SILVA","AP","DEM",1,1,5000,5000,0,0,5000,0,0,1,1,5000,5000,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE",1925
2010,"30000000217","CONCEIÇÃO CORREA MEDEIROS","AP","PDT",27,25,78192,2896,4292,37900,0,36000,0,38,33,62805.05,1652.76,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","VIÚVO(A)","PEDAGOGO",11244
2010,"30000000218","DAVID SAMUEL ALCOLUMBRE TOBELEM","AP","DEM",10,10,150000,15000,0,60000,90000,0,0,19,19,150000,7894.74,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","EMPRESÁRIO",14655
2010,"30000000220","EDVALDO DE AZEVEDO SOUZA","AP","PDT",10,10,9292,929.2,4292,5000,0,0,0,10,10,9292,929.2,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",1002
2010,"30000000222","EVANDRO COSTA MILHOMEM","AP","PC do B",42,38,591624,14086.29,1740,306709,31875,1300,250000,65,64,588831.11,9058.94,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",13974
2010,"30000000223","GIOVANNI TAVARES MACIEL FILHO","AP","PDT",18,18,46857,2603.17,3667,18060,5000,20130,0,23,23,46854.84,2037.17,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BOMBEIRO MILITAR",3771
2010,"30000000224","HILDEMAR SOUZA DE AZEVEDO PICANÇO","AP","PP",4,4,33100,8275,0,1000,30000,2100,0,29,21,37178.41,1282.01,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",7342
2010,"30000000225","JUCERGIO MONTEIRO BENATHAR","AP","PP",10,10,11507.53,1150.75,3492,3000,0,5015.53,0,11,11,11452.35,1041.12,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",743
